(1,1,1.0000000000000002)
(1,2,0.3533662294486007)
(1,3,-0.7501115354722765)
(1,4,0.34593773008814593)
(1,5,0.39435565328089034)
(1,6,0.6931561894042303)
(1,7,0.8400603986705228)
(1,8,0.5559687002585859)
(1,9,0.6317472220975273)
(1,10,0.5875473639893846)
(1,11,-0.3152512673144609)
(1,12,-0.11409652938638412)
(1,13,0.934065934065934)
(1,14,0.6580970607512581)
(1,15,-0.24912767378743464)
(1,16,0.22070575700479578)
(1,17,0.5377365942565823)
(1,18,0.421909755665033)
(1,19,0.2655882580765899)
(1,20,0.530009673396111)
(1,21,0.5408478039446234)
(1,22,0.41896594347814625)
(1,23,-0.2178630562141673)
(1,24,-0.05352988571707081)
(1,25,-0.7652535322307843)
(1,26,0.2958263312373006)
(1,27,0.07044699536763471)
(1,28,0.6962514126316438)
(1,29,0.7953207557550086)
(1,30,0.42634037013555104)
(1,31,-0.2092203153538926)
(1,32,0.1436272818346898)
(1,33,-0.8937763941425825)
(1,34,-0.1433716415931886)
(1,35,0.2920710329425535)
(1,36,0.5615275565345649)
(1,37,0.11812558543831207)
(1,38,-0.3328985143505957)
(1,39,0.774013364523006)
(1,40,0.5241454151643895)
(1,41,0.611769219819714)
(1,42,0.4389904754206652)
(1,43,0.33840703524324817)
(1,44,-0.5485676951972599)
(1,45,0.19134849734685055)
(1,46,0.15897109931587888)
(1,47,0.9352862574562834)
(1,48,0.5796951885499025)
(1,49,0.4519084024318222)
(1,50,0.3190276933800726)
(1,51,0.31144856682210015)
(1,52,0.46714974241712676)
(1,53,0.34563511086002097)
(1,54,0.19121139795865916)
(1,55,0.4441904807381785)
(1,56,0.022678888447249267)
(1,57,0.40273327752621124)
(1,58,0.3933942002849817)
(1,59,0.22831261829286031)
(1,60,0.6678423305347584)
(1,61,0.5035894028729639)
(1,62,-0.26956509795972433)
(1,63,-0.2406088697557266)
(1,64,0.48705916792591025)
(1,65,0.6650333373381944)
(1,66,0.12797513172570993)
(1,67,0.4821174710133703)
(1,68,0.4988603353268479)
(1,69,0.3600057875829312)
(1,70,0.15018354844211457)
(1,71,0.28666527357160565)
(1,72,-0.09829710216591328)
(1,73,0.5099700254551067)
(1,74,0.446346906997383)
(1,75,0.13215603702236092)
(1,76,0.677404598318769)
(1,77,0.0)
(1,78,0.5593600944815281)
(1,79,0.6245924242592177)
(1,80,0.3685868347524324)
(1,81,0.0)
(1,82,0.839570157152151)
(1,83,0.6083494325987924)
(1,84,0.27714236431705014)
(1,85,0.19113976749646355)
(1,86,0.13043509082052215)
(1,87,0.6396656835613368)
(1,88,0.5432512781572745)
(1,89,0.27646726805952115)
(1,90,0.6512006706174236)
(1,91,-0.1467667755350836)
(1,92,0.34140374351887487)
(1,93,0.6714564068463544)
(1,94,0.5026364814518746)
(1,95,0.6354887659716877)
(1,96,0.5909808499041507)
(1,97,0.34380492148392805)
(1,98,-0.13553623264110223)
(1,99,0.5377927415020627)
(1,100,0.0662975897949337)
(1,101,0.3992638563014248)
(1,102,-0.9889363528682975)
(1,103,0.4966843270492389)
(1,104,0.2103657536716077)
(1,105,0.352038099732572)
(1,106,0.2585821524134267)
(1,107,-0.41679318397353476)
(1,108,0.08088162784200388)
(1,109,0.1454799252183037)
(1,110,0.7232325797332962)
(1,111,0.5258094305960962)
(1,112,0.3224071727789357)
